name,year,race,hair,pubichair,dead
Nadine Chanz,1996,White,Blonde,Yes,FALSE
Ulrika Ericsson,1996,White,Blonde,Yes,FALSE
Victoria Silvstedt,1996,White,Blonde,Yes,FALSE
Jami Ferrel,1997,White,Blonde,Yes,FALSE
Kimber West,1997,Black,Black,Yes,FALSE
Jennifer Miriam,1997,White,Brown,Yes,FALSE
Kelly Monaco,1997,White,Brown,Yes,FALSE
Lynn Thomas,1997,Asian,Brown,Yes,FALSE
Carrie Stevens,1997,White,Brown,Yes,FALSE
Daphne Lynn Duplaix,1997,Black,Brown,Yes,FALSE
Kalin Olson,1997,White,Blonde,Yes,FALSE
Nikki Shieler,1997,White,Blonde,Yes,FALSE
Layla Roberts,1997,White,Blonde,Yes,FALSE
Inga Drozdova,1997,White,Blonde,Yes,FALSE
Karen McDougal,1997,White,Brown,NULL,FALSE
Heather Kozar,1998,White,Blonde,Yes,FALSE
Julia Shultz,1998,White,Blonde,NULL,FALSE
Marilece Andrada,1998,White,Blonde,Yes,FALSE
Holly Joan Hart,1998,Black,Brown,NULL,FALSE
Deanna Brooks,1998,White,Blonde,Yes,FALSE
Maria Luisa Gil,1998,Latina,Brown,Yes,FALSE
Lisa Dergan,1998,White,Blonde,Yes,FALSE
Angela Little,1998,White,Blonde,Yes,FALSE
Vanessa Gleason,1998,White,Brown,Yes,FALSE
Laura Cover,1998,White,Blonde,Yes,FALSE
Tiffany Taylor,1998,White,Brown,Yes,FALSE
Dahm triplets,1998,White,Blonde,Yes,FALSE
Jaime Bergman,1999,White,Blonde,Yes,FALSE
Stacy Marie Fuson,1999,White,Blonde,Yes,FALSE
Alexandria Karlsen,1999,White,Red,Yes,FALSE
Natalia Sokolova,1999,White,Blonde,Yes,FALSE
Tishara Cousino,1999,White,Brown,Yes,FALSE
Kimberly Spicer,1999,White,Blonde,Yes,FALSE
Jennifer Rovero,1999,White,Blonde,Yes,FALSE
Rebecca Scott,1999,White,Blonde,Yes,FALSE
Kristi Cline,1999,White,Blonde,Yes,FALSE
Jodi Ann Paterson,1999,South Asian,Brown,Yes,FALSE
Cara Wakelin,1999,White,Blonde,Yes,FALSE
Brooke Richards,1999,White,Blonde,Yes,FALSE
Carol Bernaola & Darlene Bernaola,2000,White,Brown,Yes,FALSE
Suzanne Stokes,2000,White,Blonde,Yes,FALSE
Nicole Marie Lenz,2000,White,Brown,Yes,FALSE
Brande Roderick,2000,White,Blonde,NULL,FALSE
Brooke Berry,2000,White,Brown,Yes,FALSE
Shannon Stewart,2000,White,Blonde,Yes,FALSE
Neferteri Shepherd,2000,Black,Brown,Yes,FALSE
Summer Altice,2000,White,Brown,Yes,FALSE
Kerissa Fare,2000,White,Blonde,Yes,FALSE
Nichole Van Croft,2000,White,Blonde,Yes,FALSE
Buffy Tyler,2000,White,Blonde,Yes,FALSE
Cara Michelle,2000,White,Brown,Yes,FALSE
Irina Veronina,2001,White,Blonde,Yes,FALSE
Lauren Michelle Hill,2001,White,Brown,NULL,FALSE
Miriam Gonzalez,2001,Latina,Brown,Yes,FALSE
Katie Lohmann,2001,White,Blonde,Yes,FALSE
Crista Nicole,2001,White,Blonde,Yes,FALSE
Heather Spytek,2001,White,Blonde,Yes,FALSE
Kimberly Stansfield,2001,White,Blonde,Yes,FALSE
Jeniffer Walcott,2001,White,Brown,Yes,FALSE
Dalene Kurtis,2001,White,Blonde,Yes,FALSE
Stephanie Heinrich,2001,White,Blonde,Yes,FALSE
Lindsey Vuolo,2001,White,Brown,Yes,FALSE
Shane Moakler,2001,White,Blonde,Yes,FALSE
Nicole Narain,2002,Black,Black,Yes,FALSE
Anka Romensky,2002,White,Blonde,Yes,FALSE
Tina Jordan,2002,White,Blonde,Yes,FALSE
Heather Carolin,2002,White,Red,NULL,FALSE
Christi Shake,2002,White,Blonde,Yes,FALSE
Michele Rogers,2002,Asian,Brown,Yes,FALSE
Lauren Anderson,2002,White,Blonde,Yes,FALSE
Christina Santiago,2002,Black,Black,Yes,FALSE
Shaman Meiers,2002,White,Blonde,Yes,FALSE
Teri Harrison,2002,White,Blonde,No,FALSE
Serria Tawan,2002,Black,Brown,Yes,FALSE
Lani Todd,2002,White,Blonde,NULL,FALSE
Rebecca Ramos,2003,White,Brown,Yes,FALSE
Charis Boyle,2003,White,Blonde,Yes,FALSE
Pennelope Jimenez,2003,Latina,Brown,Yes,FALSE
Carmella DeCesare,2003,Latina,Black,Yes,FALSE
Laurie Fetter,2003,White,Blonde,NULL,FALSE
Tailor James,2003,White,Blonde,No,FALSE
Marketa Janska,2003,White,Blonde,Yes,FALSE
Colleen Marie,2003,White,Brown,Yes,FALSE
Luci Victoria,2003,White,Blonde,No,FALSE
Audra Lynn,2003,White,Blonde,Yes,FALSE
Divini Rae,2003,White,Blonde,Yes,FALSE
Deisy Teles & Sarah Teles,2003,Latina,Black,Yes,FALSE
Colleen Shannon,2004,White,Blonde,Yes,FALSE
Aliya Wolf,2004,White,Brown,No,FALSE
Sandra Hubby,2004,White,Blonde,Yes,FALSE
Krista Kelly,2004,White,Brown,Yes,FALSE
Nicole Whitehead,2004,White,Blonde,Yes,FALSE
Hiromi Oshima,2004,Asian,Black,Yes,FALSE
Stephanie Glasson,2004,White,Blonde,No,FALSE
Pilar Lastra,2004,White,Brown,No,FALSE
Scarlett Keegan,2004,White,Red,NULL,FALSE
Kimberly Holland,2004,White,Blonde,No,FALSE
Cara Zavaleta,2004,Latina,Red,Yes,FALSE
Tiffany Fallon,2004,White,Black,Yes,FALSE
Destiny Davis,2005,White,Blonde,NULL,FALSE
Amber Campisi,2005,White,Brown,Yes,FALSE
Jillian Grace,2005,White,Blonde,Yes,FALSE
Courtney Rachel Culkin,2005,White,Blonde,Yes,FALSE
Jamie Westenhiser,2005,White,Brown,No,FALSE
Kara Monaco,2005,White,Blonde,Yes,FALSE
Qiana Chase,2005,Black,Black,No,FALSE
Tamara Witmer,2005,White,Blonde,No,FALSE
Vanessa Hoelsher,2005,White,Blonde,No,FALSE
Amanda Paige,2005,White,Blonde,No,FALSE
Raquel Gibson,2005,Asian,Brown,No,FALSE
Christine Smith,2005,White,Blonde,NULL,FALSE
Athena Lundberg,2006,White,Blonde,No,FALSE
Cassandra Lynn,2006,White,Blonde,No,TRUE
Monica Leigh,2006,White,Brown,No,FALSE
Holley Ann Dorrough,2006,White,Blonde,NULL,FALSE
Alison Waite,2006,White,Blonde,Yes,FALSE
Stephanie Larimore,2006,White,Brown,Yes,FALSE
Sara Jean Underwood,2006,White,Blonde,Yes,FALSE
Nicole Voss,2006,White,Brown,Yes,FALSE
Janine Habeck,2006,White,Brown,Yes,FALSE
Jordan Monroe,2006,White,Brown,No,FALSE
Sarah Elizabeth,2006,White,Blonde,Yes,FALSE
Kia Drayton,2006,Black,Black,Yes,FALSE
Jayde Nicole,2007,White,Brown,Yes,FALSE
Heather Rene Smith,2007,White,Blonde,No,FALSE
Tyran Richard,2007,White,Brown,No,FALSE
Giuliana Marino,2007,White,Brown,No,FALSE
Shannon James,2007,White,Blonde,NULL,FALSE
Brittany Binger,2007,White,Brown,No,FALSE
Tiffany Selby,2007,White,Blonde,No,FALSE
Tamara Sky,2007,Latina,Brown,NULL,FALSE
Patrice Hollis,2007,Black,Black,No,FALSE
Spencer Scott,2007,White,Blonde,No,FALSE
Lindsey Wagner,2007,White,Blonde,No,FALSE
Sasckya Porto,2007,Latina,Black,No,FALSE
Sandra Nilsson,2008,White,Red,No,FALSE
Michelle McLaughlin,2008,White,Blonde,No,FALSE
Ida Ljungqvist,2008,Black,Brown,NULL,FALSE
Regina Deutinger,2008,White,Blonde,NULL,FALSE
AJ Alexander,2008,White,Brown,No,FALSE
Juliette Fretté,2008,White,Blonde,Yes,FALSE
Laura Croft,2008,White,Black,No,FALSE
Kayla Collins,2008,White,Blonde,NULL,FALSE
Valerie Mason,2008,White,Black,No,FALSE
Kelly Carrington,2008,White,Blonde,No,FALSE
Grace Kim,2008,Asian,Brown,No,FALSE
Jennifer and Natalie Jo Campbell,2008,White,Brown,No,FALSE
Dasha Astafieva,2009,White,Black,No,FALSE
Jessica Burciaga,2009,Latina,Brown,No,FALSE
Jennifer Pershing,2009,White,Blonde,No,FALSE
Hope Dworaczyk,2009,White,Brown,No,FALSE
Crystal McCahill,2009,White,Brown,NULL,FALSE
Candice Cassidy,2009,White,Blonde,NULL,FALSE
Karissa Shannon,2009,White,Blonde,NULL,FALSE
Kimberly Phillips,2009,White,Brown,No,FALSE
Lindsey Evans,2009,White,Blonde,No,FALSE
Kelley Thompson,2009,White,Black,NULL,FALSE
Crystal Harris,2009,White,Blonde,No,FALSE
Jamie Faith Edmondson,2010,White,Red,No,FALSE
Heather Rae Young,2010,White,Blonde,No,FALSE
Kyra Milan,2010,White,Brown,Yes,FALSE
Amy Leigh Andrews,2010,White,Blonde,No,FALSE
Kassie Lyn Logsdon,2010,White,Brown,Yes,FALSE
Katie Vernola,2010,White,Blonde,No,FALSE
Shanna McLaughlin,2010,White,Blonde,Yes,FALSE
Francesca Frigo,2010,Latina,Black,No,FALSE
Olivia Paige,2010,White,Blonde,No,FALSE
Claire Sinclair,2010,White,Black,No,FALSE
Shera Bechard,2010,White,Blonde,NULL,FALSE
Ashley Hobbs,2010,White,Blonde,No,FALSE
Anna Sophia Berglund,2011,White,Blonde,No,FALSE
Kylie Johnson,2011,Black,Black,No,FALSE
Ashley Mattingly,2011,White,Blonde,No,FALSE
Jaclyn Swedberg,2011,White,Brown,No,FALSE
Sasha Bonilova,2011,White,Blonde,No,FALSE
Mei-Ling Lam,2011,Asian,Brown,NULL,FALSE
Jessa Lynn Hinton,2011,White,Blonde,No,FALSE
Iryna Ivanova,2011,White,Brown,No,FALSE
Tiffany Toth,2011,White,Blonde,No,FALSE
Amanda Cerny,2011,White,Brown,No,FALSE
Ciara Price,2011,White,Blonde,No,FALSE
Rainy Day Jordan,2011,White,Black,No,FALSE
Heather Knox,2012,White,Blonde,No,FALSE
Leola Bell,2012,Black,Black,No,FALSE
Lisa Seiffert,2012,White,Blonde,No,FALSE
Raquel Pomplun,2012,Latina,Black,No,FALSE
Nikki Leigh,2012,White,Blonde,No,FALSE
Amelia Talon,2012,White,Red,No,FALSE
Shelby Chesnes,2012,White,Brown,NULL,FALSE
Beth Williams,2012,White,Brown,No,FALSE
Alana Campos,2012,Latina,Brown,No,FALSE
Pamela Horton,2012,White,Brown,No,FALSE
Brittany Nola,2012,White,Blonde,Yes,FALSE
Amanda Streich,2012,White,Brown,No,FALSE
Karina Marie,2013,White,Blonde,No,FALSE
Shawn Dillon,2013,White,Brown,No,FALSE
Ashley Doris,2013,White,Black,No,FALSE
Jaslyn Ome,2013,Black,Brown,No,FALSE
Kristen Nicole,2013,White,Blonde,NULL,FALSE
Audrey Aleen Allen,2013,White,Blonde,No,FALSE
Alyssa Arcè,2013,White,Blonde,No,FALSE
Val Keil,2013,White,Black,No,FALSE
Bryiana Noelle,2013,Black,Black,No,FALSE
Carly Lauren,2013,White,Brown,No,FALSE
Gemma Lee Farrell,2013,White,Brown,No,FALSE
Kennedy Summers,2013,White,Blonde,No,FALSE
Roos van Montfort,2014,White,Blonde,No,FALSE
Amanda Booth,2014,White,Blonde,No,FALSE
Britt Linn,2014,White,Red,No,FALSE
Shanice Jordyn,2014,Black,Brown,No,FALSE
Dani Mathers,2014,White,Blonde,No,FALSE
Jessica Ashley,2014,White,Blonde,No,FALSE
Emily Agnes,2014,White,Brown,No,FALSE
Maggie May,2014,White,Brown,No,FALSE
Stephanie Branton,2014,White,Blonde,No,FALSE
Roxanna June,2014,White,Blonde,Yes,FALSE
Gia Marie,2014,White,Red,Yes,FALSE
Elizabeth Ostrander,2014,White,Red,No,FALSE
Brittny Ward,2015,White,Black,No,FALSE
Kayslee Collins,2015,White,Blonde,Yes,FALSE
Chelsie Aryn,2015,White,Brown,No,FALSE
Alexandra Tyler,2015,White,Black,No,FALSE
Brittany Brosseau,2015,White,Brown,No,FALSE
Kaylia Cassandra,2015,Black,Black,No,FALSE
Kayla Rae Reid,2015,White,Brown,No,FALSE
Dominique Jane,2015,White,Red,Yes,FALSE
Monica Sims,2015,White,Blonde,No,FALSE
Ana Cherie,2015,White,Brown,No,FALSE
Rachel Harris,2015,White,Blonde,Yes,FALSE
Eugena Washington,2015,Black,Black,NULL,FALSE
Amberleigh West,2016,White,Brown,Yes,FALSE
Kristy Garett,2016,White,Blonde,No,FALSE
Dree Hemingway,2016,White,Blonde,NULL,FALSE
Camille Rowe,2016,White,Blonde,NULL,FALSE
Brook Power,2016,White,Brown,NULL,FALSE
Josie Canseco,2016,White,Blonde,NULL,FALSE
